NumTetVerts= 22155
x y z
80.2893069469683 0.0 -632.390509712994
80.2893069469683 -0.4 -632.390509712994
80.2893069469682 0.0 -631.120509712994
80.2893069469682 -0.4 -631.120509712994
80.9016848826671 0.0 -632.390509712994
80.9016848826671 -0.4 -632.390509712994
80.901684882667 0.0 -637.722306080153
80.901684882667 -0.4 -637.722306080153
80.5319431383682 0.0 -637.722306080153
80.5319431383682 -0.4 -637.722306080153
80.5319431383682 0.0 -639.297748056837
80.5319431383682 -0.4 -639.297748056837
80.9016848826671 0.0 -639.297748056837
80.9016848826671 -0.4 -639.297748056837
80.9016848826671 0.0 -641.415496900176
80.9016848826671 -0.4 -641.415496900176
80.60260799955219 0.0 -641.415496900176
80.60260799955219 -0.4 -641.415496900176
80.60260799955219 0.0 -642.2090557573559
80.60260799955219 -0.4 -642.2090557573559
80.9016848826671 0.0 -642.2090557573559
80.9016848826671 -0.4 -642.2090557573559
80.901684882667 0.0 -645.654710931111
80.901684882667 -0.4 -645.654710931111
77.8557285945858 0.0 -656.041830398745
77.8557285945858 -0.4 -656.041830398745
73.79056062715 0.0 -656.041830398745
73.79056062715 -0.4 -656.041830398745
70.7416848819851 0.0 -645.654710931111
70.7416848819851 -0.4 -645.654710931111
70.741684881985 0.0 -639.297748056837
70.741684881985 -0.4 -639.297748056837
71.15730332894279 0.0 -639.297748056837
71.15730332894279 -0.4 -639.297748056837
71.15730332894279 0.0 -637.2814785560171
71.15730332894279 -0.4 -637.2814785560171
70.741684881985 0.0 -637.2814785560171
70.741684881985 -0.4 -637.2814785560171
70.74168488198521 0.0 -626.856959441023
70.74168488198521 -0.4 -626.856959441023
73.7876411700663 0.0 -616.469839973389
73.7876411700663 -0.4 -616.469839973389
77.8528091375022 0.0 -616.469839973389
77.8528091375022 -0.4 -616.469839973389
80.901684882667 0.0 -626.856959441023
80.901684882667 -0.4 -626.856959441023
80.901684882667 0.0 -631.120509712994
80.901684882667 -0.4 -631.120509712994
73.45166518539 0.0 -627.857750063813
73.45166518539 -0.4 -627.857750063813
73.4512219185474 0.0 -626.816698205717
73.4512219185474 -0.4 -626.816698205717
74.61935780192191 0.0 -619.658968006113
74.61935780192191 -0.4 -619.658968006113
74.098831872874 0.0 -619.659189639535
74.098831872874 -0.4 -619.659189639535
72.93113920915769 0.0 -626.814204019194
72.93113920915769 -0.4 -626.814204019194
72.93113920915779 0.0 -627.8578608805229
72.93113920915779 -0.4 -627.8578608805229
76.14574673173199 0.0 -617.447453116256
76.14574673173199 -0.4 -617.447453116256
75.6252208026845 0.0 -617.447231482884
75.6252208026845 -0.4 -617.447231482884
75.6207881352359 0.0 -627.857750063837
75.6207881352359 -0.4 -627.857750063837
76.14131406428321 0.0 -627.85797169721
76.14131406428321 -0.4 -627.85797169721
78.8309629431768 0.0 -627.857971697234
78.8309629431768 -0.4 -627.857971697234
78.8314062100194 0.0 -626.816919839139
78.8314062100194 -0.4 -626.816919839139
77.6632703266453 0.0 -619.659189639535
77.6632703266453 -0.4 -619.659189639535
77.1427443975974 0.0 -619.658968006113
77.1427443975974 -0.4 -619.658968006113
78.31043701412919 0.0 -626.813982096651
78.31043701412919 -0.4 -626.813982096651
78.31043701412919 0.0 -627.857750063813
78.31043701412919 -0.4 -627.857750063813
72.5184230386946 0.0 -641.049921423303
72.5184230386946 -0.4 -641.049921423303
71.66656422571769 0.0 -642.204345172486
71.66656422571769 -0.4 -642.204345172486
72.8124068214753 0.0 -644.6536986748999
72.8124068214753 -0.4 -644.6536986748999
72.8119635546327 0.0 -645.6947505329949
72.8119635546327 -0.4 -645.6947505329949
73.98009943800669 0.0 -652.852480732599
73.98009943800669 -0.4 -652.852480732599
74.5006253670546 0.0 -652.852702366021
74.5006253670546 -0.4 -652.852702366021
73.332932750523 0.0 -645.697688275483
73.332932750523 -0.4 -645.697688275483
73.332932750523 0.0 -644.6539203083211
73.332932750523 -0.4 -644.6539203083211
78.1917045792621 0.0 -644.6539203083211
78.1917045792621 -0.4 -644.6539203083211
78.1921478461047 0.0 -645.6949721664171
78.1921478461047 -0.4 -645.6949721664171
77.0240119627301 0.0 -652.852702366021
77.0240119627301 -0.4 -652.852702366021
77.54453789177799 0.0 -652.852480732599
77.54453789177799 -0.4 -652.852480732599
78.7122305554944 0.0 -645.69746635294
78.7122305554944 -0.4 -645.69746635294
78.7122305554944 0.0 -644.653809491611
78.7122305554944 -0.4 -644.653809491611
75.49762303292 0.0 -655.064217255878
75.49762303292 -0.4 -655.064217255878
76.0181489619676 0.0 -655.06443888925
76.0181489619676 -0.4 -655.06443888925
76.02258162941621 0.0 -644.6539203082971
76.02258162941621 -0.4 -644.6539203082971
75.5020557003689 0.0 -644.6536986749239
75.5020557003689 -0.4 -644.6536986749239
76.6308457218892 0.0 -631.476572451954
76.6308457218892 -0.4 -631.476572451954
72.6868169548324 0.0 -633.385484027909
72.6868169548324 -0.4 -633.385484027909
80.2893069469683 -0.06666666666666667 -632.390509712994
80.2893069469683 -0.1333333333333333 -632.390509712994
80.2893069469683 -0.2 -632.390509712994
80.2893069469683 -0.2666666666666667 -632.390509712994
80.2893069469683 -0.3333333333333334 -632.390509712994
80.2893069469682 -0.06666666666666667 -631.120509712994
80.2893069469682 -0.1333333333333333 -631.120509712994
80.2893069469682 -0.2 -631.120509712994
80.2893069469682 -0.2666666666666667 -631.120509712994
80.2893069469682 -0.3333333333333334 -631.120509712994
80.1765285747313 0.0 -632.569664346879
80.03692452011761 0.0 -632.7296715582783
79.87418106668824 0.0 -632.8660762808249
79.69224169882091 0.0 -632.9755733007675
79.49551479238913 0.0 -633.0555097495411
79.2887662090324 0.0 -633.1039492070337
79.07700453163027 0.0 -633.1197180068466
78.86535985451248 0.0 -633.102433665584
78.65896336155348 0.0 -633.0525154050947
78.46281239864997 0.0 -632.9711720165355
78.28166101791322 0.0 -632.8603746833207
78.11989849459111 0.0 -632.7228082007581
77.98214718444552 0.0 -632.5627646958914
77.8902967975871 0.0 -632.4197393964747
77.83181762831066 0.0 -632.301783323477
77.7887200426526 0.0 -632.1900295840475
77.75637078917948 0.0 -632.078147400731
77.73382859105978 0.0 -631.964858302942
77.72095259845834 0.0 -631.8500922834336
77.71784308439506 0.0 -631.7337725399719
77.72497306734857 0.0 -631.6145384864539
77.74467741772763 0.0 -631.4854007766327
77.78763844041092 0.0 -631.3242221475866
77.86935219905283 0.0 -631.1303316243759
77.9810584585301 0.0 -630.9497400239568
78.11943646284954 0.0 -630.7886709402027
78.28113288853392 0.0 -630.6510274459994
78.46223047032403 0.0 -630.540143931182
78.65834176699416 0.0 -630.4587068733214
78.86471487290922 0.0 -630.4086896039599
79.07635003785933 0.0 -630.3913039185279
79.28811886647384 0.0 -630.4069710618769
79.49489132002344 0.0 -630.455311467576
79.69165657829687 0.0 -630.5351535854442
79.8736485723869 0.0 -630.6445634486505
80.03645784334037 0.0 -630.7808905716114
80.1761387106456 0.0 -630.94083116362
80.1765285747313 -0.4 -632.569664346879
80.03692452011761 -0.4 -632.7296715582783
79.87418106668824 -0.4 -632.8660762808249
79.69224169882091 -0.4 -632.9755733007675
79.49551479238913 -0.4 -633.0555097495411
79.2887662090324 -0.4 -633.1039492070337
79.07700453163027 -0.4 -633.1197180068466
78.86535985451248 -0.4 -633.102433665584
78.65896336155348 -0.4 -633.0525154050947
78.46281239864997 -0.4 -632.9711720165355
78.28166101791322 -0.4 -632.8603746833207
78.11989849459111 -0.4 -632.7228082007581
77.98214718444552 -0.4 -632.5627646958914
77.8902967975871 -0.4 -632.4197393964747
77.83181762831066 -0.4 -632.301783323477
77.7887200426526 -0.4 -632.1900295840475
77.75637078917948 -0.4 -632.078147400731
77.73382859105978 -0.4 -631.964858302942
77.72095259845834 -0.4 -631.8500922834336
77.71784308439506 -0.4 -631.7337725399719
77.72497306734857 -0.4 -631.6145384864539
77.74467741772763 -0.4 -631.4854007766327
77.78763844041092 -0.4 -631.3242221475866
77.86935219905283 -0.4 -631.1303316243759
77.9810584585301 -0.4 -630.9497400239568
78.11943646284954 -0.4 -630.7886709402027
78.28113288853392 -0.4 -630.6510274459994
78.46223047032403 -0.4 -630.540143931182
78.65834176699416 -0.4 -630.4587068733214
78.86471487290922 -0.4 -630.4086896039599
79.07635003785933 -0.4 -630.3913039185279
79.28811886647384 -0.4 -630.4069710618769
79.49489132002344 -0.4 -630.455311467576
79.69165657829687 -0.4 -630.5351535854442
79.8736485723869 -0.4 -630.6445634486505
80.03645784334037 -0.4 -630.7808905716114
80.1761387106456 -0.4 -630.94083116362
80.9016848826671 -0.06666666666666667 -632.390509712994
80.9016848826671 -0.1333333333333333 -632.390509712994
80.9016848826671 -0.2 -632.390509712994
80.9016848826671 -0.2666666666666667 -632.390509712994
80.9016848826671 -0.3333333333333334 -632.390509712994
80.4497876196683 0.0 -632.390509712994
80.5778901782364 0.0 -632.390509712994
80.69087017838882 0.0 -632.390509712994
80.79739117947955 0.0 -632.390509712994
80.4497876196683 -0.4 -632.390509712994
80.5778901782364 -0.4 -632.390509712994
80.69087017838882 -0.4 -632.390509712994
80.79739117947955 -0.4 -632.390509712994
80.901684882667 -0.06666666666666667 -637.722306080153
80.901684882667 -0.1333333333333333 -637.722306080153
80.901684882667 -0.2 -637.722306080153
80.901684882667 -0.2666666666666667 -637.722306080153
80.901684882667 -0.3333333333333334 -637.722306080153
80.9016848826671 0.0 -632.5335162407935
80.9016848826671 0.0 -632.7327936427455
80.90168488266708 0.0 -632.9987819522514
80.90168488266708 0.0 -633.2969667519624
80.90168488266708 0.0 -633.6317247274823
80.90168488266708 0.0 -634.015068230569
80.90168488266707 0.0 -634.4579147475923
80.90168488266707 0.0 -634.9520460655308
80.90168488266706 0.0 -635.4430704547104
80.90168488266706 0.0 -635.8769367080561
80.90168488266706 0.0 -636.2562281686269
80.90168488266704 0.0 -636.5906663601045
80.90168488266704 0.0 -636.8908701045907
